419,66,H,Calgary Flames,-175,-165,-1.5,148,6,-110,6,-115
420,71,V,Carolina Hurricanes,118,126,1.5,-220,5.5,-110,5.5,-110
420,72,H,Washington Capitals,-138,-136,-1.5,184,5.5,-110,5.5,-110
420,75,V,Winnipeg Jets,128,135,1.5,-215,5,-110,5.5,115
420,76,H,St. Louis Blues,-148,-150,-1.5,180,5,-110,5.5,-135
420,77,V,Dallas Stars,128,140,1.5,-230,5,-110,5,110
420,78,H,Nashville Predators,-148,-155,-1.5,192,5,-110,5,-130
421,79,V,Boston Bruins,-103,115,1.5,-235,5.5,-110,5.5,-110
421,80,H,Toronto Maple Leafs,-117,-125,-1.5,195,5.5,-110,5.5,-110
421,83,V,San Jose Sharks,151,175,1.5,-165,6,-110,6.5,105
421,84,H,Vegas Golden Knights,-175,-195,-1.5,144,6,-110,6.5,-125
422,85,V,Nashville Predators,107,120,1.5,-240,5,105,5,115
422,86,H,Dallas Stars,-127,-130,-1.5,199,5,-125,5,-135
422,89,V,Washington Capitals,-105,110,1.5,-255,5.5,-120,5.5,115
422,90,H,Carolina Hurricanes,-115,-120,-1.5,211,5.5,100,5.5,-135
423,9,V,Toronto Maple Leafs,125,130,1.5,-215,5.5,-110,5.5,105
423,10,H,Boston Bruins,-145,-140,-1.5,180,5.5,-110,5.5,-125
423,11,V,Vegas Golden Knights,-105,-105,1.5,-275,5.5,-110,6,105
423,12,H,San Jose Sharks,-115,-105,-1.5,226,5.5,-110,6,-125
424,23,V,Carolina Hurricanes,125,135,1.5,-200,5.5,-110,5.5,-110
424,24,H,Washington Capitals,-145,-150,-1.5,170,5.5,-110,5.5,-110
425,1,V,Dallas Stars,133,135,1.5,-205,5,-110,5,100
425,2,H,St. Louis Blues,-153,-150,-1.5,172,5,-110,5,-120
425,3,V,Columbus Blue Jackets,137,132,1.5,-215,5.5,-110,5.5,-105
425,4,H,Boston Bruins,-157,-145,-1.5,180,5.5,-110,5.5,-115
426,5,V,Colorado Avalanche,128,120,1.5,-235,6,-110,6,-120
426,6,H,San Jose Sharks,-148,-130,-1.5,195,6,-110,6,100
426,7,V,Carolina Hurricanes,118,125,1.5,-230,5.5,-110,5,-130
426,8,H,New York Islanders,-138,-135,-1.5,192,5.5,-110,5,110
427,41,V,Dallas Stars,120,125,1.5,-248,5,-110,5,105
427,42,H,St. Louis Blues,-140,-135,-1.5,205,5,-110,5,-125
427,43,V,Columbus Blue Jackets,125,125,1.5,-240,5.5,-110,5.5,105
427,44,H,Boston Bruins,-145,-135,-1.5,199,5.5,-110,5.5,-125
428,51,V,Carolina Hurricanes,120,135,1.5,-220,5,-110,5,105
428,52,H,New York Islanders,-140,-150,-1.5,184,5,-110,5,-125
428,53,V,Colorado Avalanche,125,140,1.5,-210,6,-110,6,100
428,54,H,San Jose Sharks,-145,-155,-1.5,176,6,-110,6,-120
429,61,V,St. Louis Blues,-101,105,1.5,-285,5,-110,5,100
429,62,H,Dallas Stars,-119,-115,-1.5,234,5,-110,5,-120
430,67,V,Boston Bruins,-101,105,1.5,-280,5.5,-110,5.5,110
430,68,H,Columbus Blue Jackets,-119,-115,-1.5,230,5.5,-110,5.5,-130
430,69,V,San Jose Sharks,-120,120,1.5,-260,6,-110,6,-115
430,70,H,Colorado Avalanche,100,-130,-1.5,215,6,-110,6,-105
501,71,V,New York Islanders,115,115,1.5,-260,5,-110,5,105
501,72,H,Carolina Hurricanes,-135,-125,-1.5,215,5,-110,5,-125
501,73,V,St. Louis Blues,110,108,1.5,-275,5,-110,5,-120
501,74,H,Dallas Stars,-130,-118,-1.5,226,5,-110,5,100
502,75,V,Boston Bruins,105,107,1.5,-285,5,-110,5.5,115
502,76,H,Columbus Blue Jackets,-125,-117,-1.5,234,5,-110,5.5,-135
502,77,V,San Jose Sharks,105,115,1.5,-235,6,-110,6,-115
502,78,H,Colorado Avalanche,-125,-125,-1.5,195,6,-110,6,-105
503,79,V,New York Islanders,120,128,1.5,-240,5,-110,5,-105
503,80,H,Carolina Hurricanes,-140,-138,-1.5,199,5,-110,5,-115
503,81,V,Dallas Stars,130,134,1.5,-220,5,-110,5,-130
503,82,H,St. Louis Blues,-150,-148,-1.5,184,5,-110,5,110
504,1,V,Columbus Blue Jackets,117,132,1.5,-225,5.5,-110,5.5,115
504,2,H,Boston Bruins,-137,-145,-1.5,188,5.5,-110,5.5,-135
504,3,V,Colorado Avalanche,115,132,1.5,-225,5.5,-110,6,-105
504,4,H,San Jose Sharks,-135,-145,-1.5,188,5.5,-110,6,-115
505,5,V,St. Louis Blues,107,120,1.5,-265,5,-110,5,-115
505,6,H,Dallas Stars,-127,-130,-1.5,218,5,-110,5,-105
506,13,V,Boston Bruins,103,110,1.5,-255,5.5,-110,5.5,115
506,14,H,Columbus Blue Jackets,-123,-120,-1.5,211,5.5,-110,5.5,-135
506,15,V,San Jose Sharks,105,115,1.5,-235,5.5,-110,5.5,-135
506,16,H,Colorado Avalanche,-125,-125,-1.5,195,5.5,-110,5.5,115
507,23,V,Dallas Stars,120,132,1.5,-225,5,-110,5,100
507,24,H,St. Louis Blues,-140,-145,-1.5,188,5,-110,5,-120
508,27,V,Colorado Avalanche,115,135,1.5,-215,5.5,-110,5.5,-125
508,28,H,San Jose Sharks,-135,-150,-1.5,180,5.5,-110,5.5,105
509,1,V,Carolina Hurricanes,135,135,1.5,-220,5.5,-110,5.5,125
509,2,H,Boston Bruins,-155,-150,-1.5,184,5.5,-110,5.5,-145
511,3,V,St. Louis Blues,115,115,1.5,-220,5.5,-110,5.5,115
511,4,H,San Jose Sharks,-135,-125,-1.5,184,5.5,-110,5.5,-135
512,5,V,Carolina Hurricanes,135,140,1.5,-200,5.5,-110,5.5,110
512,6,H,Boston Bruins,-155,-155,-1.5,170,5.5,-110,5.5,-130
513,7,V,St. Louis Blues,113,120,1.5,-245,5.5,-110,5.5,100
513,8,H,San Jose Sharks,-133,-130,-1.5,203,5.5,-110,5.5,-120
514,11,V,Boston Bruins,-115,115,1.5,-275,5.5,-110,5.5,105
514,12,H,Carolina Hurricanes,-105,-125,-1.5,226,5.5,-110,5.5,-125
515,13,V,San Jose Sharks,125,125,1.5,-220,5.5,-110,5.5,-110
515,14,H,St. Louis Blues,-145,-135,-1.5,184,5.5,-110,5.5,-110
516,15,V,Boston Bruins,-133,-109,-1.5,245,5.5,-110,5.5,105
516,16,H,Carolina Hurricanes,113,-101,1.5,-300,5.5,-110,5.5,-125
517,17,V,San Jose Sharks,123,128,1.5,-225,5.5,-110,5.5,-110
517,18,H,St. Louis Blues,-143,-138,-1.5,188,5.5,-110,5.5,-110
519,21,V,St. Louis Blues,110,132,1.5,-235,5.5,-110,5.5,100
519,22,H,San Jose Sharks,-130,-145,-1.5,195,5.5,-110,5.5,-120
521,25,V,San Jose Sharks,144,170,1.5,-150,5.5,-110,5.5,105
521,26,H,St. Louis Blues,-165,-190,-1.5,130,5.5,-110,5.5,-125
527,1,V,St. Louis Blues,143,155,1.5,-190,5.5,-110,5.5,120
527,2,H,Boston Bruins,-163,-170,-1.5,163,5.5,-110,5.5,-140
529,3,V,St. Louis Blues,-110,150,1.5,-180,5.5,-110,5.5,120
529,4,H,Boston Bruins,-110,-165,-1.5,155,5.5,-110,5.5,-140
601,5,V,Boston Bruins,110,105,1.5,-288,5,-110,5,-150
601,6,H,St. Louis Blues,-130,-115,-1.5,236,5,-110,5,130
603,7,V,Boston Bruins,-110,-102,1.5,-285,5.5,-110,5.5,130
603,8,H,St. Louis Blues,-110,-108,-1.5,234,5.5,-110,5.5,-150
606,9,V,St. Louis Blues,135,145,1.5,-210,5.5,-110,5.5,115
606,10,H,Boston Bruins,-155,-160,-1.5,176,5.5,-110,5.5,-135
609,11,V,Boston Bruins,100,105,1.5,-280,5,-110,5,-150
609,12,H,St. Louis Blues,-120,-115,-1.5,230,5,-110,5,130
612,13,V,St. Louis Blues,151,155,1.5,-183,5.5,-110,5,-120
612,14,H,Boston Bruins,-175,-170,-1.5,159,5.5,-110,5,100
